id,user_id,product_id,comment_dl,star_rating,post_time,upadate_time
17249760,1073939,138143167,"Sách in đẹp, rất hay đối với những ai quan tâm tới trải nghiệm tối ưu (flow) được viết bởi chính cha đẻ của lí thuyết này.",5,2022-07-30 17:14:05,
19739349,1828277,138143167,"Sách được đóng gói cẩn thận, tỉ mỉ và đẹp mắt. Chất lượng giấy ổn có kèm bookmark",5,2024-01-22 12:55:17,
18878637,6453794,138143167,"Giao hành sớm hơn so vs dự kiến 1 hôm. Sách bọc cẩn thận, bao bì đẹp.
Góc sách hơi bị móp chút, trừ 1 đ.",4,2023-02-28 10:18:56,
19221938,8895866,138143167,"Sách hay, tác giả viết rất dễ hiểu, dễ tiếp cận. 
Bọc bìa cẩn thận, sạch sẽ",5,2023-05-23 14:06:16,
19336228,22902806,138143167,"Sách in lỗi, đóng gói cẩn thận",3,2023-06-29 16:38:31,
17249760,1073939,138143167,"Sách in đẹp, rất hay đối với những ai quan tâm tới trải nghiệm tối ưu (flow) được viết bởi chính cha đẻ của lí thuyết này.",5,2022-07-30 17:14:05,
19739349,1828277,138143167,"Sách được đóng gói cẩn thận, tỉ mỉ và đẹp mắt. Chất lượng giấy ổn có kèm bookmark",5,2024-01-22 12:55:17,
18878637,6453794,138143167,"Giao hành sớm hơn so vs dự kiến 1 hôm. Sách bọc cẩn thận, bao bì đẹp.
Góc sách hơi bị móp chút, trừ 1 đ.",4,2023-02-28 10:18:56,
19221938,8895866,138143167,"Sách hay, tác giả viết rất dễ hiểu, dễ tiếp cận. 
Bọc bìa cẩn thận, sạch sẽ",5,2023-05-23 14:06:16,
19336228,22902806,138143167,"Sách in lỗi, đóng gói cẩn thận",3,2023-06-29 16:38:31,
20022294,20646319,180730620,,5,2024-11-02 17:28:35,
20022294,20646319,180730620,,5,2024-11-02 17:28:35,
19926111,29243760,273385286,,5,2024-07-13 08:25:06,
19819650,7014837,273385286,,5,2024-03-25 12:40:28,
19764268,485390,273385286,,5,2024-02-08 21:36:59,
19926111,29243760,273385286,,5,2024-07-13 08:25:06,
19819650,7014837,273385286,,5,2024-03-25 12:40:28,
19764268,485390,273385286,,5,2024-02-08 21:36:59,
18798125,740673,106362188,"Mình đặt sách có bìa mẫu mới nhưng lại giao cho mình bìa mẫu cũ. Nội dung vẫn vậy nên mình không đổi trả làm gì. Nhưng đối với các khách hàng muốn mua đúng phiên bản thì nhà bán hàng nên xem xét lại. Đây là cuốn sách kinh điển về đọc sách xuất bản từ năm 1940 là cuốn "" Đọc sách như một nghệ thuật"" nhưng các kiến thức vẫn rất hữu ích. Sách đi sâu chi tiết về cách đọc sách không lang man như những cuốn sách dạy về cách đọc khác. Tuy các kiến thức có phần rườm rà khó tiếp thu nhưng nếu áp dụng tốt bạn sẽ troẻ thành master. Rất hữu ích.",2,2023-02-14 10:55:47,
19074924,5894378,106362188,Nên đọc. Hành văn oke nhưng nếu áp dụng cách đọc mà sách hướng dẫn vào chính cuốn sách thì khá mệt. Đọc sách nghiêm túc cần luyện tập ở cường độ cao và thường xuyên,5,2023-04-10 14:50:34,
19520555,177416,106362188,,5,2023-09-10 21:04:57,
19010688,21912774,106362188,,4,2023-03-26 07:02:37,
18897467,28679614,106362188,,4,2023-03-03 17:45:57,
18798125,740673,106362188,"Mình đặt sách có bìa mẫu mới nhưng lại giao cho mình bìa mẫu cũ. Nội dung vẫn vậy nên mình không đổi trả làm gì. Nhưng đối với các khách hàng muốn mua đúng phiên bản thì nhà bán hàng nên xem xét lại. Đây là cuốn sách kinh điển về đọc sách xuất bản từ năm 1940 là cuốn "" Đọc sách như một nghệ thuật"" nhưng các kiến thức vẫn rất hữu ích. Sách đi sâu chi tiết về cách đọc sách không lang man như những cuốn sách dạy về cách đọc khác. Tuy các kiến thức có phần rườm rà khó tiếp thu nhưng nếu áp dụng tốt bạn sẽ troẻ thành master. Rất hữu ích.",2,2023-02-14 10:55:47,
19074924,5894378,106362188,Nên đọc. Hành văn oke nhưng nếu áp dụng cách đọc mà sách hướng dẫn vào chính cuốn sách thì khá mệt. Đọc sách nghiêm túc cần luyện tập ở cường độ cao và thường xuyên,5,2023-04-10 14:50:34,
19520555,177416,106362188,,5,2023-09-10 21:04:57,
19010688,21912774,106362188,,4,2023-03-26 07:02:37,
18897467,28679614,106362188,,4,2023-03-03 17:45:57,
10318869,2119875,12416734,,5,2021-06-10 16:10:16,
11467754,22628730,12416734,"Đóng gói ok 
Chất lượng OK
Nội dung ko hay lắm",4,2021-07-27 10:49:24,
9839060,21351313,12416734,cực hài lòng. giao sớm hơn dự kiến. sách chất lượng tốt,5,,
14038500,14148210,12416734,,5,2021-12-24 11:33:16,
13901570,522878,12416734,,4,2021-12-17 22:36:58,
10318869,2119875,12416734,,5,2021-06-10 16:10:16,
11467754,22628730,12416734,"Đóng gói ok 
Chất lượng OK
Nội dung ko hay lắm",4,2021-07-27 10:49:24,
9839060,21351313,12416734,cực hài lòng. giao sớm hơn dự kiến. sách chất lượng tốt,5,,
14038500,14148210,12416734,,5,2021-12-24 11:33:16,
13901570,522878,12416734,,4,2021-12-17 22:36:58,
19799398,28240391,21053410,Sp tốt giấy in sắc nét,5,2024-03-09 13:13:32,
20000341,12512155,21053410,,5,2024-10-09 05:58:32,
19940141,14611591,21053410,,5,2024-07-30 06:57:54,
19770530,7909175,21053410,,5,2024-02-17 10:44:55,
19095118,15944981,21053410,,4,2023-04-15 20:33:11,
19799398,28240391,21053410,Sp tốt giấy in sắc nét,5,2024-03-09 13:13:32,
20000341,12512155,21053410,,5,2024-10-09 05:58:32,
19940141,14611591,21053410,,5,2024-07-30 06:57:54,
19770530,7909175,21053410,,5,2024-02-17 10:44:55,
19095118,15944981,21053410,,4,2023-04-15 20:33:11,
9845908,107123,95497508,"Tôi đc biết đây là sách mới xuất bản, nhưng ko hiểu vì lý do gì tôi lại nhận đc một cuốn sách với bìa rất dơ, tôi đã cố gắng vệ sinh bằng khăng giấy ướt nhưng vẫn ko ra vết bẩn trên bìa.

Ngoài ra mép giấy ở bìa bị tưa góc, cong nhìn vô cùng xấu xí.

Tôi mua một ấn phẩm mới mà như nhận đc một sản phẩm lỗi đã qua sử dụng hoặc sản phẩm lỗi do lưu kho không tốt.

Đề nghị tiki làm việc lại với nhà cung cấp để người sử dụng khác nhận đc sách tốt hơn. 

Đây là cuốn sách tôi cảm thấy vô cùng thất vọng khi mua vì vừa phải trả tiền ship 15, vừa đợi lâu ngày rồi nhận đc 1 cuốn sách xấu xí ***.",3,2021-05-20 12:31:56,
9830472,810311,95497508,"Muôn kiếp nhân sinh tập 2- Nguyên Phong- Đúng vậy, tất cả hành vi con người chính là nguồn gốc kích hoạt những hiện tượng này. Thông qua lịch sử, chúng ta đều biết các xu hướng chính trị, kinh tế, văn hóa đều có tính chu kỳ. Cuốn sách vén bí ẩn về hành trình bất tận của những người linh hồn muôn vàn kiếp sống, sự thức tỉnh từ cõi chết để tìm ra con đường chuyển hóa nghiệp quả bằng cuộc cách mạng chuyển đổi tâm thức- con đường minh triết có thể cứu lấy thế giới đang đứng trước những biến động và hiểm họa khôn lường. Sách hay hấp dẫn.",5,2021-05-19 16:45:44,
9873620,15882098,95497508,"Sách rất hay. Ai đã đọc cuốn 1 thì nhất định ko thể bỏ qua.
Shop gói sát vào hộp giấy mà ko bọc chống sốc nên vận chuyển đường xa bị móp méo 4 góc luôn, hơi buồn.",4,2021-05-21 18:23:50,
9817238,297802,95497508,"Sách giao nhanh, in đẹp nên giá có hơi cao. Mình về đọc 1 lèo hết sạch, thấy tập 2 hay hơn tập 1. Sau khi học thiền Vipassana & Năng đoạn kim cương thì đọc cuốn này kiến thức rõ ràng, chi tiết hơn đc chút",5,,
10724865,661684,95497508,"""Dù là 1 người bình thường hay 1 nhân vật lừng danh, chúng ta từ khi sinh ra cho đến hiện tại đều mang theo mình đủ mầm thiện, ác đan xen. Và chính bản thân chúng ta sẽ là người quyết định hạt mầm nào được đâm chồi nảy lộc, đơm hoa kết trái. Chính suy nghĩ và hành động của chúng ta - chứ không phải của bất kỳ ai khác - tạo nên số phận của chúng ta.""
- Trích đoạn -",5,2021-06-28 16:33:36,
9845908,107123,95497508,"Tôi đc biết đây là sách mới xuất bản, nhưng ko hiểu vì lý do gì tôi lại nhận đc một cuốn sách với bìa rất dơ, tôi đã cố gắng vệ sinh bằng khăng giấy ướt nhưng vẫn ko ra vết bẩn trên bìa.

Ngoài ra mép giấy ở bìa bị tưa góc, cong nhìn vô cùng xấu xí.

Tôi mua một ấn phẩm mới mà như nhận đc một sản phẩm lỗi đã qua sử dụng hoặc sản phẩm lỗi do lưu kho không tốt.

Đề nghị tiki làm việc lại với nhà cung cấp để người sử dụng khác nhận đc sách tốt hơn. 

Đây là cuốn sách tôi cảm thấy vô cùng thất vọng khi mua vì vừa phải trả tiền ship 15, vừa đợi lâu ngày rồi nhận đc 1 cuốn sách xấu xí ***.",3,2021-05-20 12:31:56,
9830472,810311,95497508,"Muôn kiếp nhân sinh tập 2- Nguyên Phong- Đúng vậy, tất cả hành vi con người chính là nguồn gốc kích hoạt những hiện tượng này. Thông qua lịch sử, chúng ta đều biết các xu hướng chính trị, kinh tế, văn hóa đều có tính chu kỳ. Cuốn sách vén bí ẩn về hành trình bất tận của những người linh hồn muôn vàn kiếp sống, sự thức tỉnh từ cõi chết để tìm ra con đường chuyển hóa nghiệp quả bằng cuộc cách mạng chuyển đổi tâm thức- con đường minh triết có thể cứu lấy thế giới đang đứng trước những biến động và hiểm họa khôn lường. Sách hay hấp dẫn.",5,2021-05-19 16:45:44,
9873620,15882098,95497508,"Sách rất hay. Ai đã đọc cuốn 1 thì nhất định ko thể bỏ qua.
Shop gói sát vào hộp giấy mà ko bọc chống sốc nên vận chuyển đường xa bị móp méo 4 góc luôn, hơi buồn.",4,2021-05-21 18:23:50,
9817238,297802,95497508,"Sách giao nhanh, in đẹp nên giá có hơi cao. Mình về đọc 1 lèo hết sạch, thấy tập 2 hay hơn tập 1. Sau khi học thiền Vipassana & Năng đoạn kim cương thì đọc cuốn này kiến thức rõ ràng, chi tiết hơn đc chút",5,,
10724865,661684,95497508,"""Dù là 1 người bình thường hay 1 nhân vật lừng danh, chúng ta từ khi sinh ra cho đến hiện tại đều mang theo mình đủ mầm thiện, ác đan xen. Và chính bản thân chúng ta sẽ là người quyết định hạt mầm nào được đâm chồi nảy lộc, đơm hoa kết trái. Chính suy nghĩ và hành động của chúng ta - chứ không phải của bất kỳ ai khác - tạo nên số phận của chúng ta.""
- Trích đoạn -",5,2021-06-28 16:33:36,
17736447,26703550,92551275,Mình đã nhận được sách lúc sáng nay. Về mở ra điều đầu tiên mình thấy là sự trình bày song ngữ 2 bên khá khoa học mà k rối mắt. Mình nghĩ đây là 1 cuốn sách hữu ích trong việc giúp mình cải thiện tiếng anh,5,2022-09-19 12:28:56,
19349747,22506351,92551275,"Sách nhỏ gọn, ngôn từ dễ hiểu mặc dù có nhiều triết lý về cuộc sống, là sự khẳng định bản thân ở nhiều khía cạnh trong cuộc sống",4,2023-07-04 19:20:48,
20015828,28274748,92551275,,5,2024-10-25 18:32:59,
18248981,26464397,92551275,"Sách trình bày rất dễ hiểu, khoa học, giao hàng nhanh, anh shipper nhiệt tình, shop giao hàng rất nhanh",5,2022-11-20 12:30:41,
17342313,6845504,92551275,"Mới nhận được sách, cảm nhận hào hứng để đọc nhé, vừa đọc vừa học.",5,2022-08-08 16:25:54,
17736447,26703550,92551275,Mình đã nhận được sách lúc sáng nay. Về mở ra điều đầu tiên mình thấy là sự trình bày song ngữ 2 bên khá khoa học mà k rối mắt. Mình nghĩ đây là 1 cuốn sách hữu ích trong việc giúp mình cải thiện tiếng anh,5,2022-09-19 12:28:56,
19349747,22506351,92551275,"Sách nhỏ gọn, ngôn từ dễ hiểu mặc dù có nhiều triết lý về cuộc sống, là sự khẳng định bản thân ở nhiều khía cạnh trong cuộc sống",4,2023-07-04 19:20:48,
20015828,28274748,92551275,,5,2024-10-25 18:32:59,
18248981,26464397,92551275,"Sách trình bày rất dễ hiểu, khoa học, giao hàng nhanh, anh shipper nhiệt tình, shop giao hàng rất nhanh",5,2022-11-20 12:30:41,
17342313,6845504,92551275,"Mới nhận được sách, cảm nhận hào hứng để đọc nhé, vừa đọc vừa học.",5,2022-08-08 16:25:54,
19354795,1019240,100382944,Hay! Bạn nào muốn thay đổi bản thân ngày càng trở nên tốt đẹp hơn nên đọc.,5,2023-07-06 15:50:19,
19895085,6608103,100382944,,5,2024-06-07 13:21:45,
19879290,11497510,100382944,,5,2024-05-21 15:50:24,
19272479,27489013,100382944,"Đọc xong như bị tát cho tỉnh, làm mình mua tiếp sức mạnh của hiện tại",5,2023-06-08 11:40:44,
19505743,18175952,100382944,"Sách đẹp, chất lượng",5,2023-09-04 19:19:46,
19354795,1019240,100382944,Hay! Bạn nào muốn thay đổi bản thân ngày càng trở nên tốt đẹp hơn nên đọc.,5,2023-07-06 15:50:19,
19895085,6608103,100382944,,5,2024-06-07 13:21:45,
19879290,11497510,100382944,,5,2024-05-21 15:50:24,
19272479,27489013,100382944,"Đọc xong như bị tát cho tỉnh, làm mình mua tiếp sức mạnh của hiện tại",5,2023-06-08 11:40:44,
19505743,18175952,100382944,"Sách đẹp, chất lượng",5,2023-09-04 19:19:46,
10522421,22161512,59266789,"Biết ơn chính mình, biết ơn cuộc sống, biết ơn cha mẹ, biết ơn người bạn đời...học cách biết ơn để ta trân trọng hơn những điều mà ta đang có. 
Yêu thương vô điều kiện, yêu thương bản thân, yêu thương cha mẹ, anh chị em, yêu thương người vợ người chồng của mình...học cách yêu thương để ta thấy rằng cuộc sống này vẫn luôn có những người thân yêu của ta bên cạnh, để ta biết rằng vẫn còn quá nhiều điều tốt đẹp trong cuộc sống này mà ta chưa cảm nhận hết. 
Kiểm soát cảm xúc, học cách lắng nghe để tâm ta có thể tĩnh lặng, trái tim ta có thể bình yên trước những sự vô thường của cuộc đời. 
Đúng là sách để thực hành mỗi ngày, không thể đọc vài ngày là xong mà cần phải có một quá trình. Lâu lắm rồi mới thực hành lại, cũng tại vì mình lười quá. Cảm ơn bộ sách đã giúp mình tìm lại cảm hứng viết.",5,2021-06-19 11:40:10,
10454554,22161585,59266789,"Đã lâu rồi mình mới đọc được một bộ sách mà có sức mạnh tác động đến tâm hồn của mình nhiều đến như vậy. Thật sự mình không có ý định đặt mua bộ sách “Chinh phục hạnh phúc” này nhưng do được một người bạn giới thiệu nên là tìm đọc. 
Đây thật sự là một lựa chọn đúng đắn của mình vì bộ sách thật sự hay và ý nghĩa. Mặc dù mới đọc được một phần nhưng 3 quyển sách đã mang lại cho mình những cung bậc cảm xúc khác lạ từ buồn đến vui, từ đau đớn đến hạnh phúc, từ sự mơ hồ về bản thân cho đến khi hiểu rõ chính mình. Mình thấy yêu đời và hạnh phúc hơn. Biết ơn tác giả và biết ơn người đã giới thiệu cho mình bộ sách này.",5,2021-06-16 11:48:01,
19435048,13887026,59266789,"Bộ sách vô cùng giá trị. Sống là để kiếm hạnh phúc, không phải để kiếm tiền .    Đọc bộ này có lẽ vừa có hạnh phúc+ thuận lợi cho thành công. Có thành công chưa hẳn đã có hạnh phúc nếu thiếu những tư tưởng trong bộ này.",5,2023-08-05 18:05:06,
10443699,19153071,59266789,"Aaa. Em đã nhận được sách rồi. Tiki giao hàng siêu nhanh. Em mới đặt hôm qua mà hôm nay đã có sách luôn rồi ?
Thật sự là sách được bọc đẹp và cẩn thận quá ạ. Chưa gì em đã thấy dạt dào tình cảm luôn rồi. Chắc chắn đây sẽ là bộ sách giúp tâm hồn em thêm phong phú và rộng mở hơn. 
Yêu thương và biết ơn vì tất cả ạ!",5,2021-06-15 20:32:11,
19760722,15668174,59266789,"Đóng gói cẩn thận , chắc chắn , nội dung sách rất hay và ý nghĩa sẽ ủng hộ thêm",5,2024-02-05 13:47:33,
10522421,22161512,59266789,"Biết ơn chính mình, biết ơn cuộc sống, biết ơn cha mẹ, biết ơn người bạn đời...học cách biết ơn để ta trân trọng hơn những điều mà ta đang có. 
Yêu thương vô điều kiện, yêu thương bản thân, yêu thương cha mẹ, anh chị em, yêu thương người vợ người chồng của mình...học cách yêu thương để ta thấy rằng cuộc sống này vẫn luôn có những người thân yêu của ta bên cạnh, để ta biết rằng vẫn còn quá nhiều điều tốt đẹp trong cuộc sống này mà ta chưa cảm nhận hết. 
Kiểm soát cảm xúc, học cách lắng nghe để tâm ta có thể tĩnh lặng, trái tim ta có thể bình yên trước những sự vô thường của cuộc đời. 
Đúng là sách để thực hành mỗi ngày, không thể đọc vài ngày là xong mà cần phải có một quá trình. Lâu lắm rồi mới thực hành lại, cũng tại vì mình lười quá. Cảm ơn bộ sách đã giúp mình tìm lại cảm hứng viết.",5,2021-06-19 11:40:10,
10454554,22161585,59266789,"Đã lâu rồi mình mới đọc được một bộ sách mà có sức mạnh tác động đến tâm hồn của mình nhiều đến như vậy. Thật sự mình không có ý định đặt mua bộ sách “Chinh phục hạnh phúc” này nhưng do được một người bạn giới thiệu nên là tìm đọc. 
Đây thật sự là một lựa chọn đúng đắn của mình vì bộ sách thật sự hay và ý nghĩa. Mặc dù mới đọc được một phần nhưng 3 quyển sách đã mang lại cho mình những cung bậc cảm xúc khác lạ từ buồn đến vui, từ đau đớn đến hạnh phúc, từ sự mơ hồ về bản thân cho đến khi hiểu rõ chính mình. Mình thấy yêu đời và hạnh phúc hơn. Biết ơn tác giả và biết ơn người đã giới thiệu cho mình bộ sách này.",5,2021-06-16 11:48:01,
19435048,13887026,59266789,"Bộ sách vô cùng giá trị. Sống là để kiếm hạnh phúc, không phải để kiếm tiền .    Đọc bộ này có lẽ vừa có hạnh phúc+ thuận lợi cho thành công. Có thành công chưa hẳn đã có hạnh phúc nếu thiếu những tư tưởng trong bộ này.",5,2023-08-05 18:05:06,
10443699,19153071,59266789,"Aaa. Em đã nhận được sách rồi. Tiki giao hàng siêu nhanh. Em mới đặt hôm qua mà hôm nay đã có sách luôn rồi ?
Thật sự là sách được bọc đẹp và cẩn thận quá ạ. Chưa gì em đã thấy dạt dào tình cảm luôn rồi. Chắc chắn đây sẽ là bộ sách giúp tâm hồn em thêm phong phú và rộng mở hơn. 
Yêu thương và biết ơn vì tất cả ạ!",5,2021-06-15 20:32:11,
19760722,15668174,59266789,"Đóng gói cẩn thận , chắc chắn , nội dung sách rất hay và ý nghĩa sẽ ủng hộ thêm",5,2024-02-05 13:47:33,
12713617,6365325,106362650,,5,2021-10-19 20:38:30,
12713617,6365325,106362650,,5,2021-10-19 20:38:30,
12024943,22028770,106362712,,5,2021-08-26 22:04:15,
12024943,22028770,106362712,,5,2021-08-26 22:04:15,
19799398,28240391,21053410,Sp tốt giấy in sắc nét,5,2024-03-09 13:13:32,
20000341,12512155,21053410,,5,2024-10-09 05:58:32,
19940141,14611591,21053410,,5,2024-07-30 06:57:54,
19770530,7909175,21053410,,5,2024-02-17 10:44:55,
19095118,15944981,21053410,,4,2023-04-15 20:33:11,
19799398,28240391,21053410,Sp tốt giấy in sắc nét,5,2024-03-09 13:13:32,
20000341,12512155,21053410,,5,2024-10-09 05:58:32,
19940141,14611591,21053410,,5,2024-07-30 06:57:54,
19770530,7909175,21053410,,5,2024-02-17 10:44:55,
19095118,15944981,21053410,,4,2023-04-15 20:33:11,
19988210,5197989,10397241,"Tôi đã mua sản phẩm này 2 lần, lần 1 bìa sách rất tốt, lần 2 bìa sách dán không dính tách ra từng tờ như vậy hơi thất vọng. Tôi đang suy nghĩ để mua thêm vì nội dung sách này rất phì hợp với nhiều người và tộ mong muốn được tặng nó. Vì vậy mỗi cuốn sách đều có cai trị riêng của nó. Hãy kiểm tra và đóng gói sản phẩm cho chính mình nhé Nhà Bán Hàng. Lần sau tôi sẽ vẫn đặt lại. Hy vọng sẽ không không lặp lại tình trạng này nữa .",3,2024-09-24 10:07:48,
19477856,21382306,10397241,"Cuốn sách góp phần thay đổi suy nghĩ, cách sống của 1 ng bạn của mình, nên mình mua thử. Khá hay, chưa đọc hết nên chưa có kết quả rõ ràng. Nhưng hy vọng bản thân sẽ có những thay đổi tích cực. Ah, ghét màu xanh của chữ. Nó khó đọc và bị loá hơn chữ đen",5,2023-08-22 15:18:33,
19781632,7085076,10397241,Giao sai mẫu đặt mua. Đặt mua hình sọc xám. Nhận hình khinh khí cầu màu trắng. Yêu cầu đổi hàng đúng mẫu đặt.,1,2024-02-24 17:13:05,
19610706,71260,10397241,"Quyển sách rất đẹp, từng trang sách in chất lượng. Bookcase vừa khít nên sách gọn lắm ạ. Biết ơn nhiều ạ!",5,2023-10-25 13:00:04,
17134673,283549,10397241,"Sách dành cho những ai đang cần chữa lành tâm trí, sử dụng lý thuyết luật hấp dẫn để thu hút năng lượng tích cực. Tiki giao nhanh, đặt tối mà sáng hôm sau đã nhận được. Sẽ tiếp tục ủng hộ gian hàng sách của Tiki.",5,2022-07-20 12:00:24,
