source,id,comment_dl,post_time,product_id,star_rating,update_time,user_id
tiki.vn,6168041,"Công nhận là đỉnh. Mình phải khâm phục chị tác giả khi khéo léo kể lại câu chuyện Troy một cách vừa trung thành với Iliad với Thần thoại Hy Lạp và những dữ liệu nghiên cứu của những người cùng thời ghi chép lại cho đến ngày nay mà mình tìm hiểu được qua Wiki (như việc Achilles trong lúc đau khổ trước xác của Patroclus thì có buông lời trách móc cậu cũng được chị tác giả đưa vào có chọn lọc hơn). Đọc tác phẩm này của tác giả mình cảm thấy mọi chi tiết sự kiện và diễn biến tâm lý được chị nghiên cứu kỹ, sắp xếp, làm cho khớp và hợp tình hợp lý hơn thậm chí là đến mức mà mình thấy tuy là có sự hư cấu và can thiệp của thần linh nhưng đây mới đúng là những gì thật sự đã diễn ra. Phim Troy sản xuất năm 2004  đơn giản là xuyên tạc quá mức và không trung thành với những ghi chép và các tác phẩm cổ đại. Đọc mà mình cảm giác đang xem phim với rất nhiều đoạn thoại đáng nhớ. Mình thích nhất đoạn thoại giữa Patroclus và Briseis. Đọc mà thấy được cả câu thoại tiếng Anh hiện lên trong đầu và như thấy được diễn viên đang nói lên những câu thoại ấy. Cuốn sách này kiểu gì cũng sẽ được dựng thành phim sau này. Dù đã từng đọc và biết đến 2 tác phẩm kia nhưng quả thực tên các nhân vật khá dài và khó nhớ nên phải đọc một lúc mới định hình được các nhân vật trong câu chuyện. Tuy kể chuyện mượt mà mạch lạc nhưng nếu không tập trung thì cũng có thể thấy hơi rối và có gì đó mâu thuẫn giữa các tình tiết hay sự phát triển tính cách của các nhân vật, một phần cũng do tác giả không giải thích vội mà chỉ để lộ ra dần về sau. Đọc nó khiến mình không thể không liên tưởng đến phim truyền hình đình đám Spatarcus khi nó thành công trong việc cho người xem một góc nhìn mới về cái tạo nên một con người anh hùng hay một người vĩ đại, cái phi lý của chiến tranh và cái gọi là tình yêu thực sự là gì. Câu chuyện còn cho thấy những cái phù phiếm như cái đẹp và danh vọng có thể đưa ta đến những tai hoạ lớn thế nào ở khía cạnh cá nhân cũng như tập thể. Mình không thấy phải chê gì về chất lượng sách: sách dầy khổ to nhưng chữ in to rõ nét giấy nhẹ nên cầm đọc rất thoải mái và nhẹ. Gáy sách được đóng keo chắc chắn nên không bị bung. Bìa in nổi đẹp và cứng. Kèm theo cái kẹp sách rất hữu ích. Quyển phụ lục và phỏng vấn tác giả giúp mình nắm bắt câu chuyện và hiểu câu chuyện hơn. Tuy nhiên, mình thấy có một chỗ dịch hơi không được tự nhiên lắm như “Giờ con không còn dễ dàng từ bỏ như ngày xưa con đã từng.” Nên nếu được sau này mình sẽ tìm bản tiếng Anh đọc xem sao. Tóm lại đây không phải truyện đam mỹ mà còn hơn thế nữa. Nó thực sự xứng đáng nhận giải thưởng văn học và rất đáng đọc.",,56609155,5,,1724984
tiki.vn,6205550,"Gấp cuốn sách lại cảm thấy thật thoải mái. đó là cảm giác khi bạn đọc được 1 cuốn sách tâm đắc. Nội dung cuốn sách không hề giáo điều, lý luận kiểu sách giáo khoa như vô vàn các cuốn khác đang có. nó như những lời tâm tình của một người đi trước, tuyệt vời hơn là 1 người Việt Nam đang chia sẻ cho con cháu mình. Thực sự cuốn sách rất hay, cảm ơn tác giả",,40933971,5,,810890
tiki.vn,6677048,"",,19347745,5,,5509148
tiki.vn,6716476,"Cuốn sách thật sự có ích dành cho những người làm cha làm mẹ. Cuốn sách nói lên những điều mà chúng ta hay mắc lỗi về cách nuôi dạy con con, cách hành sử ra sao cho đúng với con. Chấp nhận tất cả những gì thuộc về con, tin tưởng con. Cuốn sách rất dễ đọc mình tin là người lừoi đọc nhất cũng có thể đọc nó. Mỗi chương mỗi phầm đều rất ngắn mà đầy đủ ý nghĩa chúng ta phải ngạc nhiên vì thấy được bản thân đều mắc lỗi ở trong đó. Cuốn sách hay trong tủ sách nuôi day con.",,4080373,4,,5460763
tiki.vn,6726145,"",,19347745,5,,414917
tiki.vn,6737830,"lúc đầu mình k đặt nhiều kì vọng vào cuốn sách này lắm. bởi hơi ngắn ( nên mình nghĩ sẽ có ít thông tin). Tuy nhiên, sau khi mình đọc nhân ra rằng mình đã phạm quá nhiều lỗi về cách hành xử với trẻ em sao cho đúng để k ảnh hưởng tới nhân cách trẻ. nó làm mình thay đổi quan điểm cá nhân về giáo dục trẻ. một cuốn sách đáng để đọc. lần đầu mình vote 5 sao cho cuốn sách. đáng!!!",,4080373,5,,6313907
tiki.vn,6985461,"Sách đẹp, sạch sẽ, bọc sách đẹp, bìa sang. Nội dung hay có giá trị về kiến thức nhưng một số cách hành xử như trong sách mô tả là của bạo chúa, thiếu đạo đức. Phải có Chánh kiến rõ ràng, hành xử kiểu bạo chúa thì chỉ có xuống địa ngục thôi. 
Kiến thức về loại hình quốc gia này kia rất hay, có giá trị lịch sử, giúp người đọc hiểu hơn về góc nhìn của những tay gian hùng.",,1667307,5,,353343
tiki.vn,7441926,"Mình chọn giao tiêu chuẩn nên 3 ngày mình mới nhận được sản phẩm. Nhưng dù sao thì tiki vẫn giao đúng lịch dự kiến. Nói chung về giao hàng mình không có gì phàn nàn cả, vì mình khá là dễ tính. Sản phẩm của mình cũng không có hư hại gì cả.
Về nội dung sách, trước khi mua mình được bạn mình giới thiệu cho quyển này, và sau khi đọc tìm hiểu về đánh giá của mọi người thì mình mua ngay và luôn. Mình chỉ mới đọc xong chương 1 thôi nhưng đã thấy nội dung rất thích hợp với mình, một người rất tào lao, có thói sống buông thả về kỉ luật và không có khái niệm làm chủ bản thân, làm chủ cuộc đời mình bằng cách quản lý thời gian tốt hơn, tuy nhiên lại thường rụt rè và không biết mình là ai. Mặc dù vậy, mình sẽ cố gắng đọc hết để thay đổi tư duy của chính mình.
Ai có lối suy nghĩ và cách sống giống mình thì hi vọng là cuốn sách này có thể giúp bạn! Mình cũng hi vọng cuốn sách sẽ giúp mình tốt hơn! ?",,68585576,5,,17280884
tiki.vn,7781629,"Ư:
-Bộ sách với những câu chuyện ý nghĩa.
Thông qua đấy bản thân có thể rút ra nhiều điều, nhiều bài học để cải thiện bản thân cả bên trong lẫn bên ngoài
-Giao hàng nhanh, đóng gói cẩn thận

 N:
-16 quyển sách có chiều dài không bằng nhau, quyển dài quyển ngắn.
-còn bị quăn góc",,72689369,4,,17282130
tiki.vn,7787263,"Đáng lẽ cho một sao thôi nhưng mà tại vì anh shipper dễ thưn nên mới cho 2 sao á :)) Mặc dù biết quan trọng là cái nội dung bên trong có hay hay là không nhưng mà dối với một người thích sưu tầm sách để đọc như mình thì cái bìa sách nó cũng quan trọng không kém :))) Nhìn cái bìa sách quyển này mà Tiki giao cho mình mà tức muốn hộc máu luôn á :))) Đây là lần đầu tiên mình đánh giá thấp vậy cho Tiki á :))) 
 Nội dung bên trong sách thì khỏi bàn rồi :)) Đỉnh của chóp luôn :))",,275243125,2,,8440541
tiki.vn,7839236,Máy tính rất chi là xịn xò luôn á mn. Mk đọc cmt thấy n bạn bảo nắp vỏ bị trầy xước nhưng mk thì bình thường lắm. Chỉ mỗi tội có dơ một xíu chỗ nắp nhưng k sao vì màu trắng dễ dơ rồi. Tiki giao hàng nhanh cực kỳ. Mk chọn giao tiêu chuẩn nhưng chiều hôm nay đặt là trưa mai đã có hàng rr. Cộng thêm nhận đc hàng xuất xứ từ Thái nên càng vui hơn!!!,,3014291,5,,19889969
tiki.vn,8704717,"Giao hàng rất nhanh. Đặt hàng ngày 26/03, qua ngày 27/03 nhận được hàng mặc dù chọn giao hàng tiêu chuẩn.
Máy được đóng gói cẩn thận. Điều làm rất hài lòng mặc dù có thể không có sự khác biệt gì là máy là hàng nhập của Thái Lan (sản phẩm được niêm yết có thể Trung quốc/Thái Lan).
Sử dụng máy rất chắc tay và mượt mà khi dùng để giải toán cao cấp.",,3014291,5,,8237875
tiki.vn,8740515,"sách lúc nhận có màng co nilong nhưng đã bị rách và sách bị quăn, sờn ở gáy và góc sách. nói chung sách đã không được bảo quản tốt. giá mua sale nên khả năng sách sẽ k đẹp như mơ được. ?. nội dung thì mỗi ng đọc sẽ cảm nhận và thu nhận được theo tùng cá nhân. sách in cỡ chữ to dễ đọc và thoải mái. cầm rất chắc tay nên nếu k thương thuyết được bằng lời có thể đổi phương án nhanh ?",,40933971,4,,5333421
tiki.vn,8893712,"Rất ưng ạ. Sách dễ học, dễ hiểu. Mỗi lesson có 5 phần như trong phần cách sử dụng nêu ra, học theo rất dễ để nhớ từ. Tiki giao hàng sớm hơn dự định, gói hàng cẩn thận. Lúc order thì mình có thấy ghi là kèm đĩa, tuy nhận được k kèm đĩa nhưng với mình đĩa k cần thiết vì quét mã QR thuận tiện hơn rất nhiều.",,12107394,5,,16200673
tiki.vn,8907374,"Lần này quá thất vọng với tiki. Dù giao hàng nhanh nhưng chất lượng sản phẩm quá tệ. Mình đặt mua 2 cuốn, cuốn ""21 bài học cho thế kỉ 21"" đầy bụi, dơ và cũ như sách tồn kho. Cuốn này mình mua để tặng sinh nhật  bạn mà chất lượng thế này đây.  Không lẽ mang cuốn sách cũ mèm bụi bặm dơ thế này đi tặng ng khác, bìa sách mà trắng nên dơ là thấy liền, vậy mà cũng gói hàng gửi khách. Đặt mua sách mới mà thành ra cũ. Quá thất vọng.",,35191892,1,,20316539
tiki.vn,8955851,"Đôi dòng nhận xét về quyển sách, về Tiki và NXB Trí Việt:
- Đây là quyển sách mà mình đã tình cờ nghe sách nói vài lần (Hành trình tiềm về sức mạnh vô biên) nhưng vẫn chưa cảm nhận được ý nghĩa. Tất cả đã thay đổi như câu "" Khi người học trò sẵn sàng, người thầy sẽ xuất hiện."" quyển sách này tưởng chừng là tình cờ nhưng hoàn toàn là có lí do. Quyển sách kể về câu chuyện một vị luật sư Julian Mantle sau biến cố cá nhân (bị nhồi máu cơ tim) đã quyết định từ bỏ mọi thứ ngay cả chiếc xe Ferrari màu đỏ mà ông yêu quý để đi tìm chân giá trị cuộc sống ở vùng đất tâm linh Ấn Độ trên dãy Huy Mã Lạp Sơn. Cuộc sống ông đã thay đổi hoàn toàn từ khi gặp người thầy Yogi Raman (vị sư Sivanna) và trở thành một người đi truyền lại những ""chân giá trị cổ xưa"" để giúp con người tìm lại chính mình, khám phá bản thân và cách sống. Julian đã truyền lại cho người bạn John (cũng là vị luật sư bạn cũ của ông) về những bí quyết diệu kỳ đã thay đổi ông. Câu chuyện tuy ko có nhiều tình huống bất ngờ, diễn tiến chậm nhưng lại để lại cho người đọc cảm giác 'thấm' một cách từ từ với từng trải nghiệm của John và lời dạy của Julian. Một chi tiết đắt giá nhất là bài học chỉ gói gọn trong 1 câu chuyện kể tưởng chừng rất sơ xài hay thậm chí ko có điểm nhấn nhưng lại chứa đựng toàn bộ triết lý uyên thâm của Yogi Raman. Đây ko phải là câu chuyện giải trí nên bạn sẽ ko thể tìm thấy niềm vui nào từ đây nhưng lại khai sáng bạn khi bạn chịu đào sâu theo mạch chuyện.
- Về Tiki, mình rất thích dịch vụ book care sách được o bế với bìa nhựa rất đẹp, luôn có giá tốt khi mua và chính sách giao hàng rất nhanh.
- Về NXB Trí Việt: cảm ơn NXB vì đã luôn tâm huyết và lựa chọn những sản phẩm tốt và giá trị cho người đọc và nâng tầm cho văn hóa đọc người Việt. Tuy nhiên, có một điểm trừ với NXB Trí Việt khi lựa chọn nhà in với chất lượng giấy và đóng gáy rất vụn (sách đã có hiện tượng nứt vỡ ở nhiều trang khi đọc lần đầu) điều này ảnh hưởng rất lớn đến tâm lý của người đọc cũng như làm giảm uy tín ""sách gốc"" của nhà xuất bản. Mình rất thích nhà in sách trong quyển Words that win (Sức mạnh ngôn từ) họ in sách với giấy dày, đẹp và đóng gáy rất đẹp thành từng tép nhỏ và được kết nối bằng chỉ ở giữa từng phần nên dù sách có bị tách ra vẫn nguyên vẹn chứ ko tạo cảm giác muốn rời ra ngoài.",,66619715,5,,200312
tiki.vn,8978181,"Biết được bộ này này khi thấy trên bàn của sếp mình. Tìm hiểu và đặt mua nguyên bộ Kết tinh một đời của thầy Phan Văn Trường. Cuốn này là cuốn thứ 3 trong bộ 3 cuốn của thầy. Sách của NXB Trẻ, được in ấn đẹp đẽ, chất lượng chất rất tốt, bìa mềm nhưng cứng cáp. Mình có sử dụng bọc sách của Tiki, giúp giữ sách sạch đẹp hơn. 
Về nội dung thì đây xứng đáng là một trong những cuốn sách gối đầu giường của các bạn trẻ VN. Cuốn sách là sự kết tinh trải nghiệm sống của cả cuộc đời của người thầy Phan Văn Trường. Thế hệ sống có khác nhau nhưng bài học kinh nghiệm là trường tồn, bất di bất dịch, đời nào cũng cần.",,32490132,5,,85672
tiki.vn,9060204,"Chỉ tiếc là không mua được giá thấp nhất vì không kịp bấm mua nên mua với giá 500k cũng khá hời so với ở ngoài hiện giờ ở ngoài họ bán cũng trên dưới 600k giá trên tiki quá hợp lí. Vẫn kích hoạt đựoc bảo hành 7 năm trên app.
Tiki giao hàng nhanh thật mình mới đặt lúc sáng hôm qua nhưng trưa nay đã có hàng. Tiki giao hàng nhanh thực sự. TIKI SỐ MỘT.",,3014291,4,,20478276
tiki.vn,9095000,"Sách mới, đẹp, đóng gói cẩn thận. Cảm ơn tiki rất nhiều vì đã đem những quyển sách giá trị đến với tay người đọc.❤️❤️❤️",,57806678,5,,7952715
tiki.vn,9139368,"Tiki giao hàng nhanh, đóng gói cẩn thận. Hình thức sách được trình bày, trang trí, in ấn rất đẹp.
Nội dung sách sẽ giúp bạn đọc hiểu về tài chính cá nhân, giúp bạn biết cách quản lý tiền, bảo vệ tiền và đầu tư sinh lợi một cách cơ bản nhất thông qua những hình ảnh so sánh và các ví dụ cụ thể. Ngoài ra còn góp phần giúp bạn đọc định hướng cho con cái sau này vê cách sử dụng tiền. Một cuốn sách hay và cơ bản, dễ hiểu, các bạn nên tìm đọc!!!
Thanks.",,53434797,5,,16933608
tiki.vn,9256074,"Lần đầu tiên mua sách ở Tiki bị bẩn,trong ảnh kình đã lau sạch. Sách không bị nát,rách hay nhàu. Mọi thứ đều okay nhưng bẩn bên ngoài.",,4080373,3,,10695608
tiki.vn,9269154,"Liễu Phàm Tứ Huấn 
( Tặng Postcard bốn mùa )

Công ty phát hành:	Thái Hà
Ngày xuất bản:	***
Kích thước:	13 x 20.5 cm
Loại bìa:	Bìa mềm
Số trang:	141
Nhà xuất bản: 	Lao Động

Là cuốn sách được lưu truyền rộng rãi trong dân gian Trung Quốc từ bao đời nay. Liễu Phàm tiên sinh là bậc học rộng, ngay từ nhỏ đã say mê nghiên cứu sách vở, sau đỗ đạt làm quan, thực hiện nhiều điều ích nước lợi dân, được nhiều người biết đến. Nhưng Liễu Phàm thực sự lưu danh không chỉ vì ông là vị quan cương trực, đuợc nhân dân yêu mến, có nhiều công lao với triều đình, mà hơn hết là vì ông đã dành nhiều tâm huyết cũng như chí hướng của đời mình để soạn ra bốn chương đoản văn, bấy giờ gọi là “Giới tử văn” (văn răn dạy con) để dạy con mình, sau đó được lưu hành rộng rãi trong đời, tức là sách “Bốn bài giáo huấn của ngưòi xưa” mà bạn đang có trong tay.

Đọc sách của người xưa, cảm nhận cái hay cái quí trong tư tưởng của ngưòi xưa, từ đó thực hành theo sách, giúp chúng ta hành thiện lánh ác, phát huy đức khiêm tốn, biết hối cải lỗi lầm, từ đó có được cách lập thân đúng đắn là mong ước của chúng tôi muốn chuyển cho quí vị tấm lòng muốn làm việc thiện muốn giúp người, giúp đời ngày một tốt đẹp hơn đã thúc đẩy chúng tôi bỏ nhiều tâm lực để hoàn thành cuốn sách. Mong nhận được từ quí vị nhiều tri âm, tri kỷ qua cuốn sách nhỏ này.

“ Bốn bài dạy của Liễu Phàm” vốn là bốn chương đoản văn của Cư sĩ Liễu Phàm đời Minh, có tên là Giới tử văn (văn dạy con ), sau được lưu truyền trong dân gian hơn 5 thế kỷ qua với tựa đề là Liễu Phàm tứ huấn. Ông đã lấy cuộc đời ông, một con người thông đạt đủ các môn khoa học đã học hành, làm quan và đặt biệt là một tấm gương đạo đức, trí tuệ và hiền thiện để khuyên dạy con nhưng chủ yếu là khuyên dạy người đời. Đây là một tác phẩm lấy giáo lý Phật Giáo làm căn bản để triển khai việc tu thân, sống đạo đức và hành thiện giúp đời.",,2619499,5,,8106578
tiki.vn,9269605,"Đối thoại với Thượng Đế” bàn đến các đề tài tính dục, quyền lực, tiền bạc, chuyện con cái, hôn nhân, ly dị, về sự nghiệp, sức khoẻ, về đời sau, đời trước… về mọi thứ. Nó phân tích chiến tranh và hoà bình, biết và không biết, cho và nhận, vui và buồn. Nó xem xét cái cụ thể và trừu tượng, hữu hình và vô hình, chân lý và phi chân lý.",,20520720,5,,8106578
tiki.vn,9326271,"Giao hàng nhanh, bên ngoài bìa sách  không bị cong, còn về nội dung thì chưa đọc nên chưa nhận xét được",,57806678,4,,12566650
tiki.vn,9584391,"Giao hàng phải nói là siu nhanh luôn, ms đặt tối hqua mà trưa mai là giao r, sản phẩm không bị móp méo có điều bị gập giấy như ảnh ? Do mình mua sách ở tiki cũng nhiều r nên khá yên tâm mà giá lại rất rẻ so với giá trên sách ghi. Dù chưa đọc hết nhưng cảm thấy sách rất hay nhé, ai thích mắt biếc thì nên mua vì nó khá giống mắt biếc. Ai mua sách thì nên mua ở Tiki nhé vì nó rẻ hơn các app mua hàng khác nhiều ??",,48629535,5,,14160239
tiki.vn,9733097,"Nếu ai từng xem ""Đất Phương Nam"" (Đạo diễn Nguyễn Vinh Sơn - Sản xuất năm 1997), sẽ biết đến câu chuyện của bé An, cậu bé can đảm với khát khao đi tìm cha mình.
Sách viết cũng cuốn như phim, từng trang với những đoạn đời của cậu bé An và những người dân Nam bộ, có niềm vui, có nước mắt,  có những can đảm của những người con Cãh mạng.
Cả quyển truyện như lát cắt của Lịch sử, mô phỏng những mảnh đời phương Nam, qua câu chữ, giọng văn của tác giả, qua nét văn hoá hào sảng, giàu tình người ở xứ miền quê anh hùng.",,648672,5,,359346
tiki.vn,9830533,"Sách giao khá nhanh. Tuy nhiên hộp hơi to nên dính bọc bị móp bìa và quăn vài trang. 
Nên mình cho 4 sao vì bên giao hàng chưa được tốt.
Nhưng cơ bản là sách hay, nhiều hình minh hoạ.
Các bạn nên mua đọc vì kiến thức rất thú vị.",,8121633,4,,20551653
tiki.vn,9843014,"Tiki giao hàng nhanh chóng, nhân viên nhiệt tình
Tiki thì đóng gói cẩn thận trước giờ rồi, có bọc kính nữa nhé
Còn sách của Vãn Tình vẫn là best với mình vì cực thích giọng văn của chị ấy, thực tế nhưng vẫn có chiều sâu như vậy, không chỉ là lí thuyết suông mà nói về cuộc sống và chính những trải nghiệm chị ấy đi qua để rồi share lại với chúng ta
Hóng từng cuốn sách self-help của chị, à còn Lý Ái Linh cũng hay nữa nhé. Sẽ mua kakka",,74341297,5,,2233592
tiki.vn,10023758,"giao hàng nhanh, nhân viên giao hàng rất niềm nở và vui vẻ. Sách được bọc cẩn thận và đẹp. Nội dung đặc biệt phù hợp cho người mới/muốn khởi nghiệp, giúp họ giảm thiểu nhiều rủi ro và lãng phí (vì chi tiêu quá tay, sai mục đích, sai đối tượng) trong thời gian đầu khởi nghiệp",,90056907,5,,344416
tiki.vn,10151078,"- Đây là cuốn sách mà ít nhiều mỗi người cũng nên có, vì đối với xã hội khoa học càng phát triển thì con người lại càng quá nhiều bất ổn bên trong. 
- Cuốn sách rất dễ hiểu, đầy đủ và cụ thể. Hình ảnh và nội dung rất dễ ghi nhớ. Đúng với cách của một cuốn sách Tâm lý mang đến.
- Bản thân mình thì đang hướng đến ngành này, nên giá trị cuốn sách mang lại rất lớn.
- Và dĩ nhiên với mức giá như vậy thì bạn lại có được 1 cuốn sách hay thì quả thật quá hời ^^

Dĩ nhiên không quên Tiki ngày càng mang đến chất lượng dịch vụ tốt cho khách.",,72459686,5,,8441272
tiki.vn,10249974,"Một quyển sách hay về thương thuyết khi nội dung là kinh nghiệm thực tế của tác giả, một nhà thương thuyết một nghệ sĩ thực thụ, từng đàm phán với công ty sừng sỏ, những cuộc đàm phán lên đến hàng tỷ đô la. Câu chữ tác giả rất chân thật, nhẹ nhàng giống như lời nhắn nhủ, tự sự, đây cũng là điểm khiến cuốn sách rất dễ đọc. Một cuốn sách tuyệt vời!!!!",,40933971,5,,308972
tiki.vn,10324296,"Tiki đóng gói sản phẩm chắc chắn và đẹp mắt. Giao hàng đúng hạn và nhanh chóng. sách đẹp, nội dung rất hay. Nói chung mình hài lòng về sản phẩm mua lần này.",,72689369,5,,14442572
tiki.vn,10358405,"Nội dung mình chưa đọc nhưng về cách đóng gói là Tiki làm mình thấy vọng. Trc đây cũng bị, nhưng số ít mình ko đổi làm gì mất công đôi bên. 
Tiki có đơn giao đóng gói cẩn thận, bọc sách từng cuốn, thêm miếng đệm rất tốt.
Cũng có đơn rất cẩu thả, bỏ đại mấy cuốn sách vào rồi sóng thùng, sách thì như sách trưng bày, bìa trắng mà bụi đóng đen thui, mình phải lau sạch mới trưng lên kệ. 5 quyển thì bị móp 1-2 quyển.
Nhưng đợt này mình mua hơi nhiều nên số sách bị hư góc cũng tăng theo. 
Sách về mình nâng như trứng, nên mong Tiki cũng giúp mình có nhữn quyển sách không nhữn hay mà đẹp, Tiki đổi giúp mình, cảm ơn ạ!",,77982982,2,,7678213
tiki.vn,10407517,"Giao nhanh, đóng gói sách kỹ lưỡng.
Đây là 1 qs phù hợp cho gđ đạo đức trẻ một cách tích cực cho cả trẻ và ng dạy.",,3718031,5,,1238920
tiki.vn,10440757,"Mình được sếp gợi ý cho đọc cuốn này để có thể hiểu hơn về phong cách quản trị của một người Việt. Thế là mình tậu cuốn này về nhưng chưa đọc vì mình đang đọc dở quyển khác. Mình nhận xét về cách đóng gói của Tiki là 10/10. Bọc sách đẹp, không bị cong hay hư hỏng gì cả, trước giờ mình chưa từng bị hỏng sách như nhiều người khác và mình cảm thấy thật may mắn. Sẽ cố gắng đọc quyển này trong thời gian tới.",,40933969,5,,102486
